polarity,text
0,just burnt my fingers on a hot cup of tea - ouch!!! 
0,Hhh~ It's times like THAT when you want things to stay right  Then someone comes and wrecks it.
0,"@mileycyrus i have the same problem, but it's 4:43 here... let's see if counting works..1234...56 57 58... 132 133 134... no z's for me! "
0, there is no way i can go to school today im way to sick
0,Wikipedia has gone  forever! See what the goverment do its there fualt lets hope donations or something bring it back !!
0,Can't seem to get over the dissapointment of haveing absolutly no one notice I am gone. Sad   I must not be boring I must not be boring...
0,"http://twitpic.com/2y5s9 - He only reminds me of him because he doesn't wash his hair, that's all. Gross, I know! "
0,Is feeling like dancing in the rain like a pixie......but the rain stopped  ohh well....lol I'll watch flight of the conchords instead
0,just got back from the funeral of a government employee-friend.    http://plurk.com/p/n0bvd
0,@deepbluesealove Your beau's not online tonight  bummer for U...And No music either!
0,Started getting mailshots aimed at pensioners - it's all downhill now 
0,Wishing I could sneak in to watch the Star Trek premiere 
0,owww.... just hit my elbow really hard on a door 
0,cant wait 2 c Carter when bak @ skewl hate gettin sick it suks.......blech 
0,@Best_Flights Need 2 get ass in gear! Wana go away 24/6 bt nt sure where Cairo &amp; UK maybe bt may b able 2 go earlier bt wont no til 8/5 
0,"wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now "
0,"I don't want to be cold in April, but I am "
0,"Noes, my goat-wool socks have worn through "
0,SO tired but can't sleep 
0,Dropped car off to get exhaust replaced - that's �250 I could do without spending 
0,"School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   "
0,Too many assignments 
0,"@olabini still here, though the site is gone "
0,Got to pause twilight now as nearly at work 
0,"@hollaglam my fav English teacher, she just had miscarriage.  &amp; u knw wht makes me sad even more? she was going to name her baby Tamara "
0,"Anxiously awaiting June 28th, it  can not come soon enough (my graduation ceremony).  Am not looking forward to the 10th end of my break "
0,What is common between Chidambaram and George Bush  ?
0,Morning everyone! Stuck in registration for a while then assembley! Nayyy 
0,@Cezzadwen I think that it's pretty standard wherever you go?  Can't find it anywhere in Canberra yet 
0,home with the flu ahhh  suxz well and tired will go to sleep in about an hour or so Goodnites !
0,The first serial about my city so stupid... 
0,@sianllewellyn ive txt you this morning 
0,@LFTA Got me what again? I'm sorry I can't understand ur last tweet 
0,What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html
0,I feel like I should change my picture but I don't think I could part with my bff Audrey Hepburn. 
0,"nooooo!! I was doing so good, im not allowed to cry.. ughhh, staying up late makes me think about stuff.. "
0,"My forehead is starting to feel like someone has cut a slice out of it. Oh, that's right, someone cut a slice out of my forehead today "
0,"@annemarike oh no  owies, when will that happen? "
0,Thinking of pay day.....another 3 weeks to go  lol
0,@AllStarNinja my choices are limited since they blocked my HULU.. 
0,Waiting for my flight. Slumming it in the departure lounge. 
0,Area nightclub making �8 out of the bewilldered uni students who have arrived home. while the poor folk like me have to struggle on 
0,It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup 
0,"@JCTurner Yeah, not good. Even going back to 2.2.1 didn't resolve it. "
0,@Tasouls what stupid show were you watching? lol. Not that there is any shortage. 
0,still waiting and missing my baby boy! 
0,Omg house what did I ever do to you   
0,"@_adriii OMGOSH, they're like biscuits, so so so yum. xD you haven't lived until you've eaten them missy :p &amp; i miss you too  x"
0,tooo early. im running late. 
0,I don't feel so hot.... 
0,Leaving Koh Tao  start of journey back to Bangkok  http://twitpic.com/2y5uv
0,"@Cuckolds I'm being set up again except now I'll have to watch her with 2 huge membered guys, I feel like a hat stand "
0,@fionamccarthy I am sure it will! I have got loads to do today 
0,ps just broke my fucking phone 
0,Not many people from my home town using IRL connect ... 
0,@xjerx she's at the Ritz LOL but been there before and it's ok for a gig! Not got any more planned  what about you?
0,is at work!!!  xx
0,@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you 
0,@aplusk It amazes me men like you actually exist... I hope I find someone someday who will love and value me 
0,is going to school to do dt 
0,"@Juzley Yaaaay, maybe I should've gone "
0,@mileycyrus I guess counting sheep didn't work  Hope you get some sleep!
0,/really/ need to clean the sensor in my SLR. As it is I will be doing spot removal from several hundred pictures 
0,Woken up by someone hammering &gt;&lt; they have stopped now and I can't get back to sleep 
0,has a hangover 
0,Is stuck in traffic 
0,"@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays  x"
0,i think i have tonsillitis 
0,@mileycyrus I would too if it meant spending a day in heaven w/my mom and getting to see her again. 
0,"@FoxWhisperer clean, but it resulted in the soft top beaing soaked wet, so I couldn,t open it  should be dry now"
0,#mhbigcatch 8oz Golem  But finally got a Wight - 3oz
0,"@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?"
0,@yopatrizzle Not sure to tell u the truth  it's been so long since I've seen him but ask Sumo's daddy @PAULSKRATCH he has full custody lol
0,Really wish I could see Eddie Izzard on tour  Damn the stupid expensive tickets!!! CAKE OR DEATH?!!!
0,I can't sleep I'm stressing out  JPC &lt;3
0,"think im an insomniac, i just cant sleep..    birthday in 5 days... oh yay. ~_~"
0,*cough*cough*cough* that's all I seem to do right now 
0,@Kal_Penn most confusing hour of my life. 
0,Another long and slow day ahead ... *sigh!*  
0,@islandnene83 well you didnt even consult me to see what my plans were. maybe they changed...and they did. so thanks.   
0,dang! i'm lazy  i've begun three short stories in the last three weeks... and never finished anything. will. have. more. focus.
0,"@LOSTmeself ;; uh.. february something, haha!  imy! "
0,@MizzChievouz am sorry to say but it is still in the air 
0,holy shindigs.  thats HOT.
0,is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever 
0,Okie dokie my tweoples its been a long day and I have to be in the city by 10 am BOOOOOOOOOOOO  Good night my lovelies &lt;3
0,hoping I can fall asleep after watching Knowing.  Definitely wasn't National Treasure 
0,I think my email / domain is being blocked by  Akismet 
0,Blip.fm is undergoing maintenance.  http://blip.fm/
0,@yayfuckbuddies haha I would but you won't 
0,"Why is it that anytime that I plan what do, I get sick and all the plans go out the window. "
0,@rodrigo very grey morning 
0,feeling ill and sorry for myself 
0,o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class...it's not really working 
0,@cufa Getting lots of dentist time myself at the moment. Very stressfull and sore  take it nice and easy for the rest of the day!
0,Coke Zero mobile site broken... on iPhone anyway...   http://twitpic.com/2y5xp
0,"&quot;Bruce Springsteen embarks on world tour.&quot; Apparently, Oz is on some other, unworldly planet "
0,Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day 
0,Being grumpy. Abu Dhabi is so boring. There really is nothing to photograph and no one to go with 
0,"@kel_marshall tell me about it, had some mortgage quotes last sat. Going to be skint for the next 30 years. "
0,is hoping the posty delivers my pink tickets 
0,@rustyrockets do I sense a blog coming on?  Too bad I have to leave in like 10 mins   xxx
0,The house is one big mess. Everything is crammed in my bedroom while they do up the other rooms 
0,Not liking being back at work this morning 
0,"Argh, opened my crisps upside down.  I hate that. "
0,Feeling really really ill 
0,Blazing row with boy. Tantrums all round. Missed train and now standing on platform feeling guilty 
0,Don't have any hot water.... 
0,@eNiBeNi lol im sorry! love ya! stupid dating coach that makes me feel self-conscious about my hair 
0,@joenoia wass up lovely i anit show you no love yet... 
0,"Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true "
0,pfff i want to go back to bed i feel horrible today 
0,I also want Easter Break / P�sklov! 
0,can't sleep and dunno why! 
0,Biking is hard ya'll 
0,@dougiemcfly morning  i'm really upset  my rabbit ran away last night  and the postman woke me up early  reply? ilu x.
0,off to the drs its too early 
0,man my internet is slow atm 
0,is looking at the gray sky. The sun has been stolen again 
0,has a very painful shoulder this morning 
0,4.52 am ... I'm 2 tired 2 think!!!!... Peace out!!!!... M... 5564583833755523.... 811... 
0,i will say it out loud - i miss you a-hole and your answers to my iPhone questions. now who will help me upgrade to 3.0? 
0,"My heart is abused with so many hurtful lies, and truths. I hate being sappy about these kind of things. I hate it "
0,so. fucking. bored. of. work 
0,Landed funny on my foot this morning while jumping down the stairs and I twisted it. Quite sore now.. 
0,in a taxi on the way to get pizza. bad traffic and headache. worst. 
0,"@XombieXS Of course. What aren't they remaking?    At least with Haley, I have a bit of hope."
0,I had a migraine and now I can't sleep. boo  
0,"For some reason, I have a strong urge to draw illustrations for novel covers. "
0,"Prodigy were ace last night! Only managed a few hours sleep last night, not feeling myself today        Have a cool day guys."
0,has realised that this time it might actually be final 
0,having a horrible headache day and nose bleeding...awful feeling 
0,"just found that if I use Windows 7 to browse twitter.com, the firewall software will automatically turns off, and the PC hangs. "
0,Back to work with a bump!  The long weekend is definitely over 
0,"Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee "
0,"My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?"
0,"ias awake, but has to go into school today "
0,"im lonely  keep me company! 22 female, california"
